addr,name,subsystem,conf,size,ninsn,callers,purpose
0x02066aca,link_any_session_active,BT,med,44,15,0,scan two sessions for live handle and DMA object
0x02066af6,link_warn_yield,BT,low,48,17,0,warning log then short OS delay
0x02066b26,link_key_material_send,BT,low,80,27,0,"derive and dispatch session key material, trace"
0x02066b76,link_dma_pair_alloc,BT,med,52,19,0,alloc zeroed 20B object with two DMA channels
0x02066baa,link_dma_pair_free,BT,med,150,50,0,release both DMA channels and free object
0x02066c40,link_key_frag_assemble,BT,low,186,60,0,"accumulate key fragments, crypto-process when complete"
0x02066cfa,link_proto_msg_dispatch,BT,med,5910,1863,0,"session protocol opcode/subcommand dispatcher, framed replies"
0x02068410,link_trace_handle,BT,low,34,11,0,tagged debug log of session handle field
0x02068432,link_stream_start,BT,low,130,42,0,arm DMA channel and clock deadline for stream
0x020684b4,link_stream_rearm,BT,low,168,57,0,rearm stream deadline from hardware clock
0x0206855c,link_module_ready_check,BT,low,38,13,0,warn-log when link module global pointer null
0x02068582,aes_xor16,SECURITY,med,28,10,0,XOR two 16-byte blocks into output
0x0206859e,link_auth_nonce_mix,SECURITY,med,122,44,0,mix TRNG nonce into 16-byte session keys
0x02068618,link_trace_key,BT,low,34,11,0,tagged debug log with session key field
0x0206863a,link_buf_obj_free,BT,med,22,7,0,free session buffer object if allocated
0x02068650,link_trace_open,BT,low,22,6,0,tagged debug log of session name
0x02068666,link_auth_state_handler,BT,med,220,83,0,"auth message state machine, timer and key steps"
0x02068742,link_auth_challenge_gen,SECURITY,med,96,33,0,"TRNG challenge into packet buffer, AES encrypt, endian swap"
0x020687a2,link_auth_ecdh_compute,SECURITY,low,102,33,0,gather session params into multi-arg crypto primitive call
0x02068808,link_auth_ecdh_run,SECURITY,low,52,19,0,run key exchange computation and trace result
0x0206883c,link_auth_confirm_verify,SECURITY,med,152,56,0,compute auth value and memcmp 16-byte confirmation
0x020688d4,link_trace_id,BT,low,30,11,0,tagged debug log with handle argument
0x020688f2,link_conn_state_handler,BT,med,100,36,0,pairing/connection state machine with callback install
0x02068956,link_peer_count_sync,BT,low,66,21,0,propagate count byte to other active session object
0x02068998,link_trace_peer,BT,low,26,9,0,tagged debug log with peer argument
0x020689b2,link_handshake_handler,BT,med,570,204,0,"link setup handshake: alloc DMA obj, clock, sequence init"
0x02068bec,link_disconnect,BT,med,38,13,0,stop clock object and run session teardown sequence
0x02068c12,ui_arp_param_edit_handler,UI_MENU,med,1006,337,0,"arp parameter page handler, edit rate/gate/latch fields"
0x02069000,ui_pattern_clear_handler,UI_MENU,med,230,80,0,"pattern clear/confirm page states 34-36, posts Cleared"
0x020690e6,ui_param_value_redraw,UI_MENU,low,104,36,0,format and repost parameter value text element
0x0206914e,ui_menu_event_dispatch,UI_MENU,med,2346,749,0,central menu event dispatcher with page jump tables
0x02069a78,ui_element_buf_free,UI_MENU,low,26,10,0,"free window element buffer, clear slot pointer"
0x02069a92,ui_window_close,UI_MENU,med,146,53,0,"close window: unregister timer, free elements, reset flags"
0x02069b24,setlinebuf,MEMLIB,high,24,6,0,KNOWN_LIB verbatim
0x02069b3c,ui_devid_element_post,UI_MENU,low,38,13,0,post static device-id text element to display
0x02069b62,ui_flag_sync_post,UI_MENU,low,46,13,0,"sync flag bits into device struct, repost element"
0x02069b90,ui_battery_voltage_post,UI_MENU,med,40,10,0,"scale battery raw x1.6, post voltage text element"
0x02069bb8,ui_preset_save_handler,UI_MENU,med,466,162,0,"preset save page handler, 16-char name edit/copy"
0x02069d8a,ui_preset_cleared_post,UI_MENU,low,36,13,0,post Cleared notice element for preset slot
0x02069dae,ui_static_element_post,UI_MENU,low,28,10,0,post fixed rodata element via text-post helper
0x02069dca,ui_arp_sequencer_dispatch,UI_MENU,med,2804,890,0,"arp/sequencer page state machine, pattern bank slots"
0x0206a8be,ui_tick_irq_reschedule,RTOS,med,328,111,0,"free irq slot, reschedule frame timer via 69.12MHz ticks"
0x0206aa06,chip_uid_scramble_transform,SECURITY,low,504,168,0,obfuscate 6-byte chip ID to 5-byte XOR-fold code
0x0206abfe,ui_sub_page_event_handler,UI_MENU,low,146,55,0,"small page event handler, states 1-8 and 88"
0x0206ac90,ui_elements_invoke_handler,UI_MENU,med,58,24,0,walk window element list invoking registered handler
0x0206acca,ui_window_msg_queue_process,UI_MENU,med,318,111,0,"dequeue window message nodes under lock, free/dispatch"
0x0206ae08,ui_window_element_flush,UI_MENU,med,508,170,0,coalesce and insert pending elements into window list
0x0206b004,ui_windows_tick_all,UI_MENU,med,912,294,0,"iterate window pool: flush queues, free timers/elements"
0x0206b394,ui_all_windows_idle,UI_MENU,med,134,43,0,return true when no pool window active; timer helpers
0x0206b41a,dev_status_notify,APP,low,96,33,0,"post status-change notification element, wake window"
0x0206b47a,dev_status_timer_restart,APP,low,62,20,0,restart 50ms status timer when windows idle; tick-add head
0x0206b4b8,ticks27_within_1s,RTOS,med,28,9,0,"27-bit tick delta, test under one second (69120000)"
0x0206b4d4,ui_windows_drain_elements,UI_MENU,low,218,71,0,drain and free pending element lists of all windows
0x0206b5ae,ui_window_pool_clear,UI_MENU,high,40,12,0,memset both 280-byte window pool slots
0x0206b5d6,ui_window_create_dispatch,UI_MENU,high,1180,372,0,"allocate/init window from pool, install handlers, timeout"
0x0206ba72,dev_status_timer_stop,APP,low,48,16,0,"delete status timer, update flag, re-notify"
0x0206baa2,dev_status_update_deferred,APP,med,150,52,0,"copy 6-byte id into ctx under lock, arm 20ms timer"
0x0206bb38,ui_msg_post_or_forward,UI_MENU,low,32,13,0,forward message to window or defer via status timer
0x0206bb58,app_msg_dispatch,APP,med,524,163,0,top-level app message dispatch: battery/config/UI events
0x0206bd64,ui_window_msg_dispatch,UI_MENU,med,284,98,0,"window message handler: post status text, refresh pool"
0x0206be80,setlinebuf,MEMLIB,high,22,6,0,KNOWN_LIB verbatim
0x0206be96,bt_addr_copy_checksum,BT,low,44,15,0,"copy 6-byte BT address to global, accumulate checksum"
0x0206bec2,dev_status_word_set,APP,low,12,3,0,store word into device status struct field 84
0x0206bece,dev_info_name_set,APP,med,74,22,0,"strcpy device name into 32-byte field, truncate/pad"
0x0206bf18,app_mode_flag_set,APP,low,48,14,0,set/clear mode flag bits in global config struct
0x0206bf48,battery_param_set,POWER,low,12,3,0,store halfword battery parameter into status struct
0x0206bf54,battery_voltage_raw_set,POWER,low,12,3,0,store raw battery voltage halfword for UI display
0x0206bf60,os_objpool_active_count,RTOS,med,42,15,0,count entries with nonnull pointer in 2-slot object pool
0x0206bf8a,svc_request_cmd_0xc1a,RTOS,med,24,7,0,"marshal 2 args, dispatch service request cmd 0xC1A"
0x0206bfa2,os_obj_find_by_tag,RTOS,med,68,23,0,resolve handle else scan 2-slot pool by tag byte
0x0206bfe6,setlinebuf,MEMLIB,high,18,6,0,libc stub (KNOWN_LIB match)
0x0206bff8,svc_request_cmd_0x42a,RTOS,med,30,12,0,"marshal 3 args, dispatch service request cmd 0x42A"
0x0206c016,svc_request_cmd_0x408,RTOS,med,18,6,0,"marshal 1 arg, dispatch service request cmd 0x408"
0x0206c028,svc_request_cmd_0x428,RTOS,med,42,14,0,dispatch request cmd 0x428 with fixed magic args
0x0206c052,setlinebuf,MEMLIB,high,18,6,0,libc stub (KNOWN_LIB match)
0x0206c064,svc_request_cmd_0x40a,RTOS,med,72,29,0,"pack three big-endian u32 args, request cmd 0x40A"
0x0206c0ac,svc_request_cmd_0x40c,RTOS,med,16,5,0,dispatch no-arg service request cmd 0x40C
0x0206c0bc,svc_request_cmd_0x40d,RTOS,med,60,27,0,"marshal 16-byte buffer as 4 words, cmd 0x40D"
0x0206c0f8,setlinebuf,MEMLIB,high,18,6,0,libc stub (KNOWN_LIB match)
0x0206c10a,os_obj_field_set_locked,RTOS,med,128,42,0,"resolve object, store halfword field under spinlock critical section"
0x0206c18a,os_obj_msg_post,RTOS,med,368,122,0,"post message to object, walk node list flagging matches"
0x0206c2fa,svc_request_cmd_0x804,RTOS,med,16,5,0,dispatch no-arg service request cmd 0x804
0x0206c30a,svc_request_cmd_0x802,RTOS,med,34,14,0,"marshal 3 args, dispatch service request cmd 0x802"
0x0206c32c,os_obj_deactivate_locked,RTOS,med,194,67,0,clear object active flag and unlink under critical section
0x0206c3ee,setlinebuf,MEMLIB,high,22,6,0,libc stub (KNOWN_LIB match)
0x0206c404,svc_request_cmd_0xcfe,RTOS,med,56,19,0,"marshal u16/u32 struct fields, request cmd 0xCFE"
0x0206c43c,svc_request_cmd_0xcfc,RTOS,med,32,12,0,resolve handle then dispatch request cmd 0xCFC
0x0206c45c,svc_request_cmd_0xcfa,RTOS,med,32,12,0,resolve handle then dispatch request cmd 0xCFA
0x0206c47c,svc_request_cmd_0x401,RTOS,med,40,12,0,dispatch request cmd 0x401 with token 0x9E8B32
0x0206c4a4,obj_request_cmd_0xc60,RTOS,med,24,7,0,request cmd 0xC60 on RAM object 0x1c0caa8
0x0206c4bc,obj_request_cmd_0x42e,RTOS,med,24,7,0,request cmd 0x42E on RAM object 0x1c0caa8
0x0206c4d4,setlinebuf,MEMLIB,high,22,6,0,libc stub (KNOWN_LIB match)
0x0206c4ea,setlinebuf,MEMLIB,high,22,6,0,libc stub (KNOWN_LIB match)
0x0206c500,svc_request_cmd_0xc3e,RTOS,low,552,209,0,"marshal 10-byte struct fields, request cmd 0xC3E; trailing table data"
0x0206c728,cipher_sbox_table_data,SECURITY,low,778,335,0,misdisassembled cipher S-box and ECC constant tables
0x0206ca32,cipher_key_schedule,SECURITY,med,186,70,0,expand 16-byte key into 272-byte round context
0x0206caec,cipher_diffuse_bytes,SECURITY,med,32,13,0,8-step pairwise byte diffusion over 16-byte block
0x0206cb0c,cipher_permute16,SECURITY,high,122,42,0,fixed 16-byte permutation via stack buffer
0x0206cb86,cipher_rounds_core,SECURITY,med,458,164,0,"8-round SP-network, dual 256B S-boxes, XOR/ADD key mixing"
0x0206cd50,cipher_cbc_crypt,SECURITY,med,550,170,0,CBC-like chained block crypt with derived subkeys
0x0206cf76,cipher_crypt_len12,SECURITY,low,36,16,0,wrapper: chained crypt of 12-byte block
0x0206cf9a,cipher_crypt_len6,SECURITY,low,18,8,0,wrapper: chained crypt of 6-byte block
0x0206cfac,cipher_mac_final,SECURITY,low,186,72,0,"pad final block with tweak, key-schedule and encrypt"
0x0206d066,cipher_mac_combine,SECURITY,low,1294,287,0,interleave two inputs bytewise then encrypt block
0x0206d574,ecc_param_table_data,SECURITY,low,674,215,0,misdisassembled bignum/curve constant table data
0x0206d816,obj_flagfield_set,RTOS,low,34,13,0,masked bitfield update of object halfword at +32
0x0206d838,obj_index_pair_set,RTOS,low,42,17,0,write packed flag/index fields into object halfwords +32/+34
0x0206d862,bt_sched_op_wrapper,BT,low,6,3,0,thin wrapper tail-calling scheduler routine at 0x6d838
0x0206d868,bredr_link_flags40_clear,BT,low,14,7,0,clears bit6 flag bytes at link struct +12/+13
0x0206d876,bt_hw_irq_clear,BT,med,48,13,0,masks/clears BT controller hw interrupt channel
0x0206d8a6,bredr_link_index_from_ptr,BT,med,58,21,0,maps link struct pointer to link index via 180B stride
0x0206d8e0,lmp_set_afh_channel_map,BT,high,438,148,0,"expands 10-byte AFH map to 79ch table, programs baseband regs"
0x0206da96,bredr_afh_reapply_link,BT,med,126,42,0,locked section re-applying link AFH map to hardware
0x0206db14,bt_clk_read_native,BT,high,18,6,0,latches and reads BT native clock CLKN register
0x0206db26,bt_clk_add_offset,BT,med,56,20,0,adds slot offset to native clock with 27-bit wrap
0x0206db5e,hsearch,MEMLIB,high,16,8,0,KNOWN_LIB hash table search
0x0206db6e,bt_hw_channel_alloc,BT,med,60,19,0,finds and sets first free bit in hw channel bitmap
0x0206dbaa,bt_hw_irq_install,BT,med,48,16,0,"installs handler/arg for BT hw irq channel, unmasks it"
0x0206dbda,bt_hw_timer_install,BT,med,22,11,0,arms BT hw timer irq with clock-derived deadline
0x0206dbf0,lmp_afh_instant_cb,BT,med,180,58,0,timer callback applying pending AFH map at AFH instant
0x0206dca4,bredr_sched_task_insert,BT,med,70,23,0,inserts anchor/interval entry into baseband scheduler table
0x0206dcea,bredr_link_pending_clear,BT,low,20,9,0,clears pending flag bytes at link struct +90/+91
0x0206dcfe,bredr_acl_tx_scheduler,BT,med,924,305,0,"dequeues TX packets, programs per-link scheduler slots"
0x0206e09a,bredr_link_detach_cleanup,BT,med,348,116,0,"frees queued buffers, removes link from scheduler"
0x0206e1f6,bredr_sched_task_flag14,BT,low,24,9,0,sets/clears 0x4000 flag in per-task scheduler halfword
0x0206e20e,bredr_link_set_packet_types,BT,low,16,5,0,writes 0x1414/0x1E1E packet-type table to link struct
0x0206e21e,bt_clk_store,BT,med,26,8,0,stores 27-bit clock value as halfword pair at +48/+50
0x0206e238,bredr_sched_link_enable,BT,med,64,22,0,sets/clears link bit across 16 scheduler halfwords
0x0206e278,bredr_link_mode_apply,BT,low,266,90,0,applies per-link mode bits (0x1000) across scheduler table
0x0206e382,bredr_link_mode_set,BT,low,36,10,0,stores per-link mode byte then re-applies scheduler flags
0x0206e3a6,bredr_sniff_anchor_update,BT,low,276,91,0,computes next anchor with 625/1250 slot adjustments
0x0206e4ba,bredr_link_flags_clear,BT,low,30,12,0,clears flag bytes at +92/+93 and scheduler flag
0x0206e4d8,bt_hw_timer_arm_at,BT,med,40,13,0,arms BT hw timer channel at clock plus offset
0x0206e500,bredr_link_mode_check,BT,low,36,11,0,"compares link hwid against baseband reg, applies on match"
0x0206e524,bt_clk_read_stored,BT,med,14,4,0,reads back stored clock halfword pair from link struct
0x0206e532,bredr_link_event_dispatch,BT,med,402,137,0,"switch dispatch on link event: packet types, anchors, scheduling"
0x0206e6c4,bredr_tx_power_set,BT,med,106,39,0,"clamps power index, programs RF tx power registers"
0x0206e72e,bredr_link_manager_tick,BT,med,1878,630,0,"per-link LM tick: AFH assessment, RSSI stats, TX scheduling"
0x0206ee84,bredr_lm_scan_all_links,BT,med,146,48,0,"frees arg, iterates link list running LM tick per link"
0x0206ef16,bredr_links_idle_check,BT,low,176,57,0,"scans active links, requests buffer/event when none active"
0x0206efc6,bredr_link_afh_state_free,BT,low,66,20,0,clears per-link AFH/mode state on link removal
0x0206f008,bredr_pending_link_destroy,BT,med,80,25,0,guarded one-shot deferred link teardown and free
0x0206f058,bredr_link_destroy_entry,BT,med,6,3,0,trampoline into deferred link destroy worker
0x0206f05e,bt_hw_channel_release,BT,low,20,5,0,clears bit r0 in hw channel bitmap byte
0x0206f072,bredr_pending_op_complete,BT,low,112,38,0,deferred op teardown with completion callback invocation
0x0206f0e2,bredr_op_complete_entry,BT,low,10,5,0,wrapper calling pending-op complete with arg1=1
0x0206f0ec,bredr_pending_op_free3,BT,low,86,27,0,third deferred teardown variant freeing sub-struct +108
0x0206f142,bt_scan_session_free,BT,low,6,3,0,thunk: free global BT scan/session object and piconet block
0x0206f148,bt_rxbuf_pool_size_get,BT,med,12,4,0,thunk: RX buffer pool size scaled by stored percent
0x0206f154,bt_clkn_read,BT,med,8,3,0,thunk: capture and read BT native clock (CLKN)
0x0206f15c,btctrler_idle_query,BT,med,170,59,0,"critical: suspend BT if unconfigured, test link queues empty"
0x0206f206,bredr_timing_config_commit,BT,low,52,16,0,"toggle baseband enable bit31, program slot timing factor"
0x0206f23a,bt_link_flag_set,BT,med,8,4,0,set bit3 flag in link struct byte+12
0x0206f242,bt_link_load_8bytes,BT,low,30,12,0,pack 8 bytes into 4 halfwords at link struct+60
0x0206f260,bt_link_paircfg_write,BT,low,8,3,0,"write link halfword pair +32/34: bit15 flag, 8-bit value"
0x0206f268,bt_multi_link_active,BT,med,52,19,0,"count connected links, return 1 if more than one"
0x0206f29c,bt_clkn_slot_delay,BT,med,92,30,0,compute us offset to slot boundary from CLKN (625/1250)
0x0206f2f8,bt_link_flag_get,BT,med,8,3,0,read bit3 flag of link struct byte+12
0x0206f300,bt_link_busy_set,BT,med,8,3,0,set link busy byte flag at +18
0x0206f308,bt_link_busy_clear_sched,BT,med,114,38,0,"clear link busy flag, run BT scheduler when idle"
0x0206f37a,bt_link_flags_read,BT,med,8,3,0,read link byte+12 with low-3 address bits masked
0x0206f382,bredr_channel_disable,BT,low,36,9,0,disable baseband channel r0 via SFR bit16 clear
0x0206f3a6,bredr_bufbase_program,BT,med,196,60,0,program shared-RAM buffer offset into 16 slot entries
0x0206f46a,bredr_slottab_mode_set,BT,med,54,18,0,set 2-bit mode field (bits13-14) in 16 slot-table entries
0x0206f4a0,bredr_ram_window_setup,BT,low,88,36,0,program baseband shared-RAM window/length registers 0x2012C
0x0206f4f8,bt_link_channel_destroy,BT,med,354,119,0,"free link channel buffers, endpoints, object; signal semaphore"
0x0206f65a,bt_am_addr_pick,BT,low,96,37,0,choose free 3-bit active-member address from link list
0x0206f6ba,bt_link_bufoffset_store,BT,med,26,8,0,store shared-RAM buffer offset into link slot halfword
0x0206f6d4,bt_link_flags_write,BT,med,16,6,0,"write link byte+12 flags, preserve low-3 address bits"
0x0206f6e4,bt_link_cfg13_write,BT,med,20,7,0,write link byte+13: bit7 flag plus 5-bit value
0x0206f6f8,bt_bytes_to_hwords6,BT,med,32,13,0,unpack 6 bytes into 3 halfwords (BD_ADDR load)
0x0206f718,bt_bytes_to_hwords5,BT,med,26,11,0,unpack 5 bytes into 2 halfwords plus trailing byte
0x0206f732,bt_clkn_compare_arm,BT,med,32,10,0,"arm BT clock compare: capture CLKN, add delta, program 0x200E4"
0x0206f752,bt_piconet_link_init,BT,med,358,125,0,"init piconet block: BD_ADDR, sync word, slot cfg, arm timer"
0x0206f8b8,bt_link_channel_create,BT,med,80,25,0,"alloc channel buffers and descriptor, init link piconet"
0x0206f908,bt_conn_id_alloc,BT,med,48,16,0,allocate free connection index bit (1-7) in dev struct
0x0206f938,bt_fhs_payload_build,BT,high,160,61,0,"build 18-byte FHS payload: LAP, CoD, clock, AM_ADDR"
